text,label
"Forecasting intra-individual changes of affective states taking into
  account inter-individual differences using intensive longitudinal data from a
  university student drop out study in math",stat
DIRL: Domain-Invariant Representation Learning for Sim-to-Real Transfer,cs
Fast Rates for Contextual Linear Optimization,stat
"Predicting cardiovascular risk from national administrative databases
  using a combined survival analysis and deep learning approach",cs
spNNGP R package for Nearest Neighbor Gaussian Process models,stat
Kernel MMD Two-Sample Tests for Manifold Data,stat
Robust estimation of the mean with bounded relative standard deviation,stat
The Hessian Screening Rule,stat
A Decomposition Analysis of Diffusion over a Large Network,stat
"An efficient projection neural network for $\ell_1$-regularized logistic
  regression",cs
Neural Networks as Geometric Chaotic Maps,cs
Graph based adaptive evolutionary algorithm for continuous optimization,cs
"Online Learning and Optimization for Revenue Management Problems with
  Add-on Discounts",cs
Inference and Computation for Sparsely Sampled Random Surfaces,stat
"Policy Gradient Search: Online Planning and Expert Iteration without
  Search Trees",cs
Adversarially Robust Learning Could Leverage Computational Hardness,cs
"Kernel-Based Adaptive Online Reconstruction of Coverage Maps With Side
  Information",cs
Two high capacity text steganography schemes based on color coding,cs
A superstatistical formulation of complexity measures,cs
"A Tree-structure Convolutional Neural Network for Temporal Features
  Exaction on Sensor-based Multi-resident Activity Recognition",cs
Ensemble Quantile Classifier,stat
"Analyzing second order stochasticity of neural spiking under
  stimuli-bundle exposure",stat
"Bayesian Spatial Binary Regression for Label Fusion in Structural
  Neuroimaging",stat
"Data Analytics and Machine Learning Methods, Techniques and Tool for
  Model-Driven Engineering of Smart IoT Services",cs
Polymorphic Higher-order Termination,cs
Arthur: a new ECA that uses Memory to improve Communication,cs
"Exploring and Benchmarking High Performance & Scientific Computing using
  R R HPC Packages and Lower level compiled languages A Comparative Study",cs
A Joint MLE Approach to Large-Scale Structured Latent Attribute Analysis,stat
"Generation and frame characteristics of predefined evenly-distributed
  class centroids for pattern classification",cs
3D Particle Positions from Computer Stereo Vision in PK-4,cs
"A Corpus for Automatic Readability Assessment and Text Simplification of
  German",cs
Quantum Implementation of Risk Analysis-relevant Copulas,stat
Parameter-Free Style Projection for Arbitrary Style Transfer,cs
DTR Bandit: Learning to Make Response-Adaptive Decisions With Low Regret,stat
Sample-efficient reinforcement learning using deep Gaussian processes,stat
Learning to Coordinate via Multiple Graph Neural Networks,cs
"Representation learning for improved interpretability and classification
  accuracy of clinical factors from EEG",cs
"Score-Based Parameter Estimation for a Class of Continuous-Time State
  Space Models",stat
Characterization of Sine- Skewed von Mises Distribution,stat
"Breiman's ""Two Cultures"" Revisited and Reconciled",stat
Memory Augmented Graph Neural Networks for Sequential Recommendation,cs
"Adaptive Path Interpolation for Sparse Systems: Application to a Simple
  Censored Block Model",cs
"A Note on the Global Convergence of Multilayer Neural Networks in the
  Mean Field Regime",cs
"A Bootstrap Method for Error Estimation in Randomized Matrix
  Multiplication",stat
Bayesian forecasting of electoral outcomes with new parties' competition,stat
Estimation of Bounds on Potential Outcomes For Decision Making,cs
"Github Data Exposure and Accessing Blocked Data using the GraphQL
  Security Design Flaw",cs
"Massif: Interactive Interpretation of Adversarial Attacks on Deep
  Learning",cs
Symmetry-Aware Actor-Critic for 3D Molecular Design,stat
Comparison Between Bayesian and Frequentist Tail Probability Estimates,stat
"Efficient Implementation of Color Coding Algorithm for Subgraph
  Isomorphism Problem",cs
Learning by Fixing: Solving Math Word Problems with Weak Supervision,cs
"Specialized Decision Surface and Disentangled Feature for
  Weakly-Supervised Polyphonic Sound Event Detection",cs
On the Vulnerability of CNN Classifiers in EEG-Based BCIs,cs
"Jenss-Bayley Latent Change Score Model with Individual Ratio of Growth
  Acceleration in the Framework of Individual Measurement Occasions",stat
"A Trident Quaternion Framework for Inertial-based Navigation Part II:
  Error Models and Application to Initial Alignment",cs
"Inverse Probability Weighted Estimators of Vaccine Effects Accommodating
  Partial Interference and Censoring",stat
Benchmarking Image Retrieval for Visual Localization,cs
A Survey of Evaluation Metrics Used for NLG Systems,cs
Limitations of Lazy Training of Two-layers Neural Networks,stat
"Two-Hop Network with Multiple Decision Centers under Expected-Rate
  Constraints",cs
DNNSurv: Deep Neural Networks for Survival Analysis Using Pseudo Values,stat
"Go Wide, Go Deep: Quantifying the Impact of Scientific Papers through
  Influence Dispersion Trees",cs
Graphical approaches for the control of generalised error rates,stat
High-dimensional outlier detection using random projections,stat
Augmenting and Tuning Knowledge Graph Embeddings,stat
Testing parametric models in linear-directional regression,stat
"How to find a unicorn: a novel model-free, unsupervised anomaly
  detection method for time series",cs
Functional additive models for optimizing individualized treatment rules,stat
A Theoretical Analysis of the Repetition Problem in Text Generation,cs
"An Evaluation of Design-based Properties of Different Composite
  Estimators",stat
"EDEN: Enabling Energy-Efficient, High-Performance Deep Neural Network
  Inference Using Approximate DRAM",cs
Noisy-Input Entropy Search for Efficient Robust Bayesian Optimization,stat
The Bias-Expressivity Trade-off,stat
Hard Label Black-box Adversarial Attacks in Low Query Budget Regimes,cs
"A Cross-Level Information Transmission Network for Predicting Phenotype
  from New Genotype: Application to Cancer Precision Medicine",cs
Top2Vec: Distributed Representations of Topics,cs
Shared Subspace Models for Multi-Group Covariance Estimation,stat
"Mobility-on-demand versus fixed-route transit systems: an evaluation of
  traveler preferences in low-income communities",stat
Relations Between Adjacency and Modularity Graph Partitioning,stat
"Some Considerations and a Benchmark Related to the CNF Property of the
  Koczy-Hirota Fuzzy Rule Interpolation",cs
Clustering small datasets in high-dimension by random projection,stat
"Predicting publication productivity for researchers: A latent variable
  model",cs
"Managing the Complexity of Processing Financial Data at Scale -- an
  Experience Report",cs
Multivariate goodness-of-Fit tests based on Wasserstein distance,stat
Efficiently Sampling Functions from Gaussian Process Posteriors,stat
"Linked Gaussian Process Emulation for Systems of Computer Models using
  Mat\'ern Kernels and Adaptive Design",stat
Performance Bounds and Estimates for Quantized LDPC Decoders,cs
"Scratch that! An Evolution-based Adversarial Attack against Neural
  Networks",cs
"Sampling-free Variational Inference for Neural Networks with
  Multiplicative Activation Noise",cs
"Addressing cluster-constant covariates in mixed effects models via
  likelihood-based boosting techniques",stat
Probabilistic Recalibration of Forecasts,stat
"GRATIS: GeneRAting TIme Series with diverse and controllable
  characteristics",stat
Uncertainty Quantification for Inferring Hawkes Networks,stat
Sampling from Networks: Respondent-Driven Sampling,stat
"Almost-linear-time Weighted $\ell_p$-norm Solvers in Slightly Dense
  Graphs via Sparsification",cs
"Fog Robotics: A Summary, Challenges and Future Scope",cs
"AISHELL-4: An Open Source Dataset for Speech Enhancement, Separation,
  Recognition and Speaker Diarization in Conference Scenario",cs
"Learning Syntactic and Dynamic Selective Encoding for Document
  Summarization",cs
Gradualizing the Calculus of Inductive Constructions,cs
Systematic Mapping Protocol Feature Modeling Tools,cs
Speech Recognition with no speech or with noisy speech,cs
"Convergence dynamics of Generative Adversarial Networks: the dual metric
  flows",stat
"Causal Inference from Possibly Unbalanced Split-Plot Designs: A
  Randomization-based Perspective",stat
"Finding Statistically Significant Interactions between Continuous
  Features",stat
"Estimation of Camera Response Function using Prediction Consistency and
  Gradual Refinement with an Extension to Deep Learning",cs
Causal mediation analysis decomposition of between-hospital variance,stat
"The semi-hierarchical Dirichlet Process and its application to
  clustering homogeneous distributions",stat
Stable Matchings with Restricted Preferences: Structure and Complexity,cs
Transfer Learning for Efficient Iterative Safety Validation,cs
"Importance subsampling: improving power system planning under
  climate-based uncertainty",stat
Phase Portraits as Movement Primitives for Fast Humanoid Robot Control,cs
The Effect of Real Estate Auction Events on Mortality Rate,stat
Subpacketization-Beamformer Interaction in Multi-Antenna Coded Caching,cs
Agile Risk Management for Multi-Cloud Software Development,cs
BeeSwarm: Enabling Scalability Tests in Continuous Integration,cs
On the computational content of Zorn's lemma,cs
"Time-dependent mediators in survival analysis: Modelling direct and
  indirect effects with the additive hazards model",stat
NB-IoT Uplink Receiver Design and Performance Study,cs
Learning Structured Communication for Multi-agent Reinforcement Learning,cs
Direct Estimation of Differential Functional Graphical Models,stat
Multiview Representation Learning for a Union of Subspaces,cs
"Toward Terabits-per-second Communications: Low-Complexity Parallel
  Decoding of $G_N$-Coset Codes",cs
On-device Federated Learning with Flower,cs
"Adaptive Batching for Gaussian Process Surrogates with Application in
  Noisy Level Set Estimation",stat
Cellular Traffic Prediction with Recurrent Neural Network,cs
"New Subgraph Isomorphism Algorithms: Vertex versus Path-at-a-time
  Matching",cs
"Joint Compressed Sensing and Manipulation of Wireless Emissions with
  Intelligent Surfaces",cs
Targeted Principal Components Regression,stat
Leveraging synthetic imagery for collision-at-sea avoidance,cs
Dynamic prediction of time to event with survival curves,stat
Soft Autoencoder and Its Wavelet Adaptation Interpretation,cs
Beyond Lazy Training for Over-parameterized Tensor Decomposition,stat
Relatively Complete Verification of Probabilistic Programs,cs
"Versatile linkage: a family of space-conserving strategies for
  agglomerative hierarchical clustering",stat
Elastic analysis of irregularly or sparsely sampled curves,stat
"Scale-Free Allocation, Amortized Convexity, and Myopic Weighted Paging",cs
"Compacting, Picking and Growing for Unforgetting Continual Learning",cs
"An Effective Two-Branch Model-Based Deep Network for Single Image
  Deraining",cs
(Almost) All of Entity Resolution,stat
To Ensemble or Not Ensemble: When does End-To-End Training Fail?,stat
Continual Density Ratio Estimation in an Online Setting,stat
Confidence Intervals for Nonparametric Empirical Bayes Analysis,stat
BioDynaMo: a general platform for scalable agent-based simulation,cs
"Trading Convergence Rate with Computational Budget in High Dimensional
  Bayesian Optimization",stat
"Generalized Jensen-Shannon Divergence Loss for Learning with Noisy
  Labels",cs
"The Emergence of Adversarial Communication in Multi-Agent Reinforcement
  Learning",cs
"Binary disease prediction using tail quantiles of the distribution of
  continuous biomarkers",stat
Modern Multiple Imputation with Functional Data,stat
Model-aware Quantile Regression for Discrete Data,stat
Bayesian model averaging for analysis of lattice field theory results,stat
Can Celebrities Burst Your Bubble?,cs
"An adequacy approach for deciding the number of clusters for OTRIMLE
  robust Gaussian mixture based clustering",stat
"Multiple Expert Brainstorming for Domain Adaptive Person
  Re-identification",cs
"MAPO: A Multi-Objective Model for IoT Application Placement in a Fog
  Environment",cs
On the optimality of the Hedge algorithm in the stochastic regime,stat
Coronary Plaque Analysis for CT Angiography Clinical Research,cs
"The basins of attraction of the global minimizers of non-convex inverse
  problems with low-dimensional models in infinite dimension",cs
"Cost-Quality Adaptive Active Learning for Chinese Clinical Named Entity
  Recognition",cs
Orthogonal Time Frequency Space (OTFS) Modulation Based Radar System,cs
Defending Against Model Stealing Attacks with Adaptive Misinformation,stat
FlexState: Enabling Innovation in Network Function State Management,cs
An application of cyberpsychology in business email compromise,cs
Synergistic saliency and depth prediction for RGB-D saliency detection,cs
"Distributed prediction of unsafe reconfiguration scenarios of modular
  robotic Programmable Matter",cs
Combinatorial lower bounds for 3-query LDCs,cs
Estimating Mixed Memberships with Sharp Eigenvector Deviations,stat
"Syntactically Guided Generative Embeddings for Zero-Shot Skeleton Action
  Recognition",cs
"Single-stage, three-arm, adaptive test strategies for non-inferiority
  trials with an unstable reference",stat
"Testing Conditional Independence on Discrete Data using Stochastic
  Complexity",stat
"Assessing Dynamic Effects on a Bayesian Matrix-Variate Dynamic Linear
  Model: an Application to fMRI Data Analysis",stat
Prediction Intervals for Synthetic Control Methods,stat
"Collaborative Video Object Segmentation by Multi-Scale
  Foreground-Background Integration",cs
Efficiently Estimating Erdos-Renyi Graphs with Node Differential Privacy,cs
SetSketch: Filling the Gap between MinHash and HyperLogLog,cs
"Companion Surface of Danger Cylinder and its Role in Solution Variation
  of P3P Problem",cs
"Simultaneous Inference for Pairwise Graphical Models with Generalized
  Score Matching",stat
"Emerging Disentanglement in Auto-Encoder Based Unsupervised Image
  Content Transfer",cs
"Adversarial Training of Variational Auto-encoders for Continual
  Zero-shot Learning(A-CZSL)",cs
AutoTune: Controller Tuning for High-Speed Flight,cs
Generalized tensor regression with covariates on multiple modes,stat
"ET-Net: A Generic Edge-aTtention Guidance Network for Medical Image
  Segmentation",cs
An invitation to sequential Monte Carlo samplers,stat
"HINT: A Hierarchical Independent Component Analysis Toolbox for
  Investigating Brain Functional Networks using Neuroimaging Data",stat
Ensemble Distribution Distillation,stat
Resilient Consensus Through Event-based Communication,cs
Learning bounded subsets of $L_p$,stat
Complementary-Label Learning for Arbitrary Losses and Models,stat
"Active Deep Densely Connected Convolutional Network for Hyperspectral
  Image Classification",cs
Estimation of Markovian-regime-switching models with independent regimes,stat
"Differentially Private (Gradient) Expectation Maximization Algorithm
  with Statistical Guarantees",cs
"On the Parameterized Complexity of Reconfiguration of Connected
  Dominating Sets",cs
Over-the-Air Computing for Wireless Data Aggregation in Massive IoT,cs
"Inference for extreme earthquake magnitudes accounting for a
  time-varying measurement process",stat
A/B Testing in Dense Large-Scale Networks: Design and Inference,stat
Diffusion Methods for Classification with Pairwise Relationships,cs
"6G Downlink Transmission via Rate Splitting Space Division Multiple
  Access Based on Grouped Code Index Modulation",cs
"Sequential adaptive strategy for population-based sampling of a rare and
  clustered disease",stat
Longitudinal Mediation Analysis with Latent Growth Curves,stat
"Implicit Unlikelihood Training: Improving Neural Text Generation with
  Reinforcement Learning",cs
"The Sample Complexity of Distribution-Free Parity Learning in the Robust
  Shuffle Model",cs
"Exact Bayesian inference in spatio-temporal Cox processes driven by
  multivariate Gaussian processes",stat
Using Contextual Information to Improve Blood Glucose Prediction,stat
"Deep Class-Specific Affinity-Guided Convolutional Network for Multimodal
  Unpaired Image Segmentation",cs
"Differentiable Likelihoods for Fast Inversion of 'Likelihood-Free'
  Dynamical Systems",stat
Undecidability of $D_{<:}$ and Its Decidable Fragments,cs
MCMC for a hyperbolic Bayesian inverse problem in traffic flow modelling,stat
"Multiclass Common Spatial Pattern for EEG based Brain Computer Interface
  with Adaptive Learning Classifier",cs
"Diagnostics and Visualization of Point Process Models for Event Times on
  a Social Network",stat
What are the most important statistical ideas of the past 50 years?,stat
Guiding Neuroevolution with Structural Objectives,cs
"A Novel User Representation Paradigm for Making Personalized Candidate
  Retrieval",cs
"The need for adequate sampling in a well-functioning market surveillance
  system",stat
"New probability distributions in astrophysics: II. The generalized and
  double truncated Lindley",stat
"A Fully Online Approach for Covariance Matrices Estimation of Stochastic
  Gradient Descent Solutions",stat
Use of OWL and Semantic Web Technologies at Pinterest,cs
"Orthogonal Impulse Response Analysis in Presence of Time-Varying
  Covariance",stat
Portfolio Decisions and Brain Reactions via the CEAD method,stat
"Forecasting under model uncertainty:Non-homogeneous hidden Markov models
  with Polya-Gamma data augmentation",stat
"MaxSkew and MultiSkew: Two R Packages for Detecting, Measuring and
  Removing Multivariate Skewness",stat
On Arrangements of Orthogonal Circles,cs
"On the Role of Conceptualization in Commonsense Knowledge Graph
  Construction",cs
"Security analysis of cancellable biometrics using constrained-optimized
  similarity-based attack",cs
"Efficient augmentation and relaxation learning for individualized
  treatment rules using observational data",stat
The Preposition Project,cs
"Distributed Robust Adaptive Frequency Control of Power Systems with
  Dynamic Loads",cs
openCoT: The opensource Cloud of Things platform,cs
"Corona-Warn-App: Erste Ergebnisse einer Onlineumfrage zur
  (Nicht-)Nutzung und Gebrauch",cs
"High-dimensional modeling of spatial and spatio-temporal conditional
  extremes using INLA and the SPDE approach",stat
Image-on-Scalar Regression via Deep Neural Networks,stat
"Simulating longitudinal data from marginal structural models using the
  additive hazard model",stat
MAP segmentation in Bayesian hidden Markov models: a case study,stat
SGD Learns One-Layer Networks in WGANs,cs
Yggdrasil: Privacy-aware Dual Deduplication in Multi Client Settings,cs
A Flexible Framework for Parallel Multi-Dimensional DFTs,cs
"Passivity and Passivity Indices of Nonlinear Systems Under Operational
  Limitations using Approximations",cs
"Threshold selection for wave heights: asymptotic methods based on
  L-moments",stat
"Ensemble Kalman filter based Sequential Monte Carlo Sampler for
  sequential Bayesian inference",stat
FireNet: Real-time Segmentation of Fire Perimeter from Aerial Video,cs
Simulating an infinite mean waiting time,stat
Sparse Semi-supervised Heterogeneous Interbattery Bayesian Analysis,stat
Goodness (of fit) of Imputation Accuracy: The GoodImpact Analysis,stat
Transfer Learning Between Related Tasks Using Expected Label Proportions,cs
"A Nonparametric Method for Value Function Guided Subgroup Identification
  via Gradient Tree Boosting for Censored Survival Data",stat
"A Memristor based Unsupervised Neuromorphic System Towards Fast and
  Energy-Efficient GAN",cs
Analyzing CART,stat
A Machine Learning Approach to Shipping Box Design,stat
Harmonic Decompositions of Convolutional Networks,stat
"Grounded Relational Inference: Domain Knowledge Driven Explainable
  Autonomous Driving",cs
Intersection Types for the Computational lambda-Calculus,cs
The Intrinsic Scale of Networks is Small,cs
Randomized Graph Cluster Randomization,stat
"Wildfire Smoke and Air Quality: How Machine Learning Can Guide Forest
  Management",stat
Semisupervised Manifold Alignment of Multimodal Remote Sensing Images,cs
"A surrogate model for estimating extreme tower loads on wind turbines
  based on random forest proximities",stat
Multimodal Motion Prediction with Stacked Transformers,cs
Self-supervised Learning of 3D Objects from Natural Images,cs
Gradient-based Adaptive Markov Chain Monte Carlo,stat
"Chemicals in the Creek: designing a situated data physicalization of
  open government data with the community",cs
"Group Inference in High Dimensions with Applications to Hierarchical
  Testing",stat
"A Kernel to Exploit Informative Missingness in Multivariate Time Series
  from EHRs",stat
Robust Deep Gaussian Processes,stat
"Optimizing RRH Placement Under a Noise-Limited Point-to-Point Wireless
  Backhaul",cs
Active Ordinal Querying for Tuplewise Similarity Learning,stat
"The Autoregressive Structural Model for analyzing longitudinal health
  data of an aging population in China",stat
Automatic label correction based on CCESD,cs
"A calibration framework for high-resolution hydrological models using a
  multiresolution and heterogeneous strategy",stat
"Mining geometric constraints from crowd-sourced radio signals and its
  application to indoor positioning",stat
Inference after black box selection,stat
Neural Networks as Functional Classifiers,stat
"Towards Time-Aware Context-Aware Deep Trust Prediction in Online Social
  Networks",cs
"Search-based 3D Planning and Trajectory Optimization for Safe Micro
  Aerial Vehicle Flight Under Sensor Visibility Constraints",cs
Logic Programming and Machine Ethics,cs
"Bayesian Optimization for Radio Resource Management: Open Loop Power
  Control",cs
AgriColMap: Aerial-Ground Collaborative 3D Mapping for Precision Farming,cs
"A model for prohibition and obligation dilemmas generation in virtual
  environments",cs
"Robust Kernel-based Feature Representation for 3D Point Cloud Analysis
  via Circular Graph Convolutional Network",cs
Lasso ANOVA Decompositions for Matrix and Tensor Data,stat
"Distillation $\approx$ Early Stopping? Harvesting Dark Knowledge
  Utilizing Anisotropic Information Retrieval For Overparameterized Neural
  Network",stat
"Bayesian Effect Selection in Structured Additive Distributional
  Regression Models",stat
Improving linear quantile regression for replicated data,stat
"All Models are Wrong, but Many are Useful: Learning a Variable's
  Importance by Studying an Entire Class of Prediction Models Simultaneously",stat
Learning Gradient Boosted Multi-label Classification Rules,cs
End-to-End Entity Resolution for Big Data: A Survey,cs
"Incorporating Chinese Radicals Into Neural Machine Translation: Deeper
  Than Character Level",cs
"Analysis of multiple data sequences with different distributions:
  defining common principal component axes by ergodic sequence generation and
  multiple reweighting composition",stat
Comparison of Machine Learning Models in Food Authentication Studies,stat
Adversarial Attack with Pattern Replacement,cs
"Spiking Networks for Improved Cognitive Abilities of Edge Computing
  Devices",cs
"Direct statistical inference for finite Markov jump processes via the
  matrix exponential",stat
Hierarchical Reinforcement Learning for Quadruped Locomotion,cs
"Outlier-Robust Spatial Perception: Hardness, General-Purpose Algorithms,
  and Guarantees",stat
Burst Denoising of Dark Images,cs
"A linear algorithm for multi-target tracking in the context of
  possibility theory",stat
Multiscale quantile segmentation,stat
A Bivariate Dead Band Process Adjustment Policy,stat
Linearly Constrained Neural Networks,stat
On Variable Screening in Multiple Nonparametric Regression Model,stat
"A Model of Fast Concept Inference with Object-Factorized Cognitive
  Programs",cs
"New Approximation Algorithms for Maximum Asymmetric Traveling Salesman
  and Shortest Superstring",cs
Scoring Predictions at Extreme Quantiles,stat
"Proof of Authenticity of Logistics Information with Passive RFID Tags
  and Blockchain",cs
Identifying and Reducing Gender Bias in Word-Level Language Models,cs
"Exploratory and Confirmatory Factor Analyses of Religiosity. A
  Four-Factor Conceptual Model",stat
Grouping effects of sparse CCA models in variable selection,stat
Weighted Meta-Learning,stat
The Adversarial Robustness of Sampling,cs
Determinantal Point Processes for Coresets,stat
Tricking Johnny into Granting Web Permissions,cs
Local Tomography of Large Networks under the Low-Observability Regime,cs
Algorithms for #BIS-hard problems on expander graphs,cs
"Learning While Dissipating Information: Understanding the Generalization
  Capability of SGLD",stat
"Analysis and Design of Partially Information- and Partially
  Parity-Coupled Turbo Codes",cs
Statistical methods research done as science rather than mathematics,stat
Empirical Likelihood Inference With Public-Use Survey Data,stat
A psychometric modeling approach to fuzzy rating data,stat
"On the environment-destructive probabilistic trends: a perceptual and
  behavioral study on video game players",cs
"PrIU: A Provenance-Based Approach for Incrementally Updating Regression
  Models",cs
"Dronecrypt - An Efficient Cryptographic Framework for Small Aerial
  Drones",cs
"Dirichlet-tree multinomial mixtures for clustering microbiome
  compositions",stat
Optimal Training of Fair Predictive Models,stat
"On the Estimation of Population Size from a Dependent Triple Record
  System",stat
"Clustered Multitask Nonnegative Matrix Factorization for Spectral
  Unmixing of Hyperspectral Data",cs
Multiple imputation with missing data indicators,stat
"Putting Fairness Principles into Practice: Challenges, Metrics, and
  Improvements",cs
Load balancing policies with server-side cancellation of replicas,cs
Nested Sampling Methods,stat
"Learning drivers of climate-induced human migrations with Gaussian
  processes",stat
"Bayesian Multinomial Logistic Normal Models through Marginally Latent
  Matrix-T Processes",stat
Likelihood-free inference by ratio estimation,stat
"On the Safety Implications of Misordered Events and Commands in IoT
  Systems",cs
"PSCNet: Pyramidal Scale and Global Context Guided Network for Crowd
  Counting",cs
Low Rank Approximation for Smoothing Spline via Eigensystem Truncation,stat
"Simultaneous test for Means: An Unblind Way to the F-test in One-way
  Analysis of Variance",stat
Passive Approach for the K-means Problem on Streaming Data,stat
Extending the Range of Drone-based Delivery Services by Exploration,cs
"Kernel Estimator and Bandwidth Selection for Density and its
  Derivatives: The kedd Package",stat
False Discovery Rate Control via Debiased Lasso,stat
Forecast Aggregation via Peer Prediction,stat
VIFB: A Visible and Infrared Image Fusion Benchmark,cs
"Vision-model-based Real-time Localization of Unmanned Aerial Vehicle for
  Autonomous Structure Inspection under GPS-denied Environment",cs
Langevin Markov Chain Monte Carlo with stochastic gradients,stat
"Side-Tuning: A Baseline for Network Adaptation via Additive Side
  Networks",cs
"Spatially dependent mixture models via the Logistic Multivariate CAR
  prior",stat
"Bayesian statistical analysis of hydrogeochemical data using point
  processes: a new tool for source detection in multicomponent fluid mixtures",stat
"A joint bayesian space-time model to integrate spatially misaligned air
  pollution data in R-INLA",stat
PSweight: An R Package for Propensity Score Weighting Analysis,stat
"Risk bounds when learning infinitely many response functions by ordinary
  linear regression",stat
"Regularizing Semi-supervised Graph Convolutional Networks with a
  Manifold Smoothness Loss",cs
Distribution-Free Testing of Linear Functions on R^n,cs
Data-driven confidence bands for distributed nonparametric regression,stat
"Social Networks Analysis to Retrieve Critical Comments on Online
  Platforms",cs
"New Techniques and Fine-Grained Hardness for Dynamic Near-Additive
  Spanners",cs
"WISERNet: Wider Separate-then-reunion Network for Steganalysis of Color
  Images",cs
Scalable Thompson Sampling via Optimal Transport,stat
The Parameterized Suffix Tray,cs
Two-block vs. Multi-block ADMM: An empirical evaluation of convergence,stat
"Using machine learning to correct model error in data assimilation and
  forecast applications",stat
Lidar Point Cloud Guided Monocular 3D Object Detection,cs
"Estimating Treatment Effect under Additive Hazards Models with
  High-dimensional Covariates",stat
On the semi-proper orientations of graphs,cs
"TypeShift: A User Interface for Visualizing the Typing Production
  Process",cs
Networked Multi-Agent Reinforcement Learning with Emergent Communication,cs
"DVE: Dynamic Variational Embeddings with Applications in Recommender
  Systems",cs
Lombardi Drawings of Knots and Links,cs
Contrastive Pre-training for Imbalanced Corporate Credit Ratings,cs
"Temporal-Spatial Neural Filter: Direction Informed End-to-End
  Multi-channel Target Speech Separation",cs
Unified Representation Learning for Efficient Medical Image Analysis,cs
"Nonstationary, Nonparametric, Nonseparable Bayesian Spatio-Temporal
  Modeling Using Kernel Convolution of Order Based Dependent Dirichlet Process",stat
"Random graphs with node and block effects: models, goodness-of-fit
  tests, and applications to biological networks",stat
"Empirical Likelihood Inference for Area under the ROC Curve using Ranked
  Set Samples",stat
"Ordinal Regression with Fenton-Wilkinson Order Statistics: A Case Study
  of an Orienteering Race",stat
An Eigenmodel for Dynamic Multilayer Networks,stat
Faster Algorithms for High-Dimensional Robust Covariance Estimation,cs
Low-pass filtering as Bayesian inference,stat
"Coupled Graphs and Tensor Factorization for Recommender Systems and
  Community Detection",stat
Monotonic Nonparametric Dose Response Model,stat
"HINT: Hierarchical Invertible Neural Transport for Density Estimation
  and Bayesian Inference",stat
"Compatible rewriting of noncommutative polynomials for proving operator
  identities",cs
"Intertemporal Connections Between Query Suggestions and Search Engine
  Results for Politics Related Queries",cs
"Many perspectives on Deborah Mayo's ""Statistical Inference as Severe
  Testing: How to Get Beyond the Statistics Wars""",stat
"Generalized Four Moment Theorem and an Application to CLT for Spiked
  Eigenvalues of Large-dimensional Covariance Matrices",stat
"A Discrete-Time Markov Chain Based Comparison of the MAC Layer
  Performance of C-V2X Mode 4 and IEEE 802.11p",cs
"Representation-Optimal Multi-Robot Motion Planning using Conflict-Based
  Search",cs
RaSE: Random Subspace Ensemble Classification,stat
Parameterized Algorithms for Book Embedding Problems,cs
Riemannian Continuous Normalizing Flows,stat
"Predicting play calls in the National Football League using hidden
  Markov models",stat
Reinforcement Learning Generalization with Surprise Minimization,cs
A Polynomial Time Algorithm for Learning Halfspaces with Tsybakov Noise,cs
PSPACE-completeness of Pulling Blocks to Reach a Goal,cs
A General Framework for Bandit Problems Beyond Cumulative Objectives,stat
Variational Graph Recurrent Neural Networks,cs
Decentralized Bayesian Learning over Graphs,stat
"Ancient Painting to Natural Image: A New Solution for Painting
  Processing",cs
A study on tuning parameter selection for the high-dimensional lasso,stat
Learning with Batch-wise Optimal Transport Loss for 3D Shape Recognition,cs
"Bayesian Imaging With Data-Driven Priors Encoded by Neural Networks:
  Theory, Methods, and Algorithms",stat
"Engineers Code: reusable open learning modules for engineering
  computations",cs
"Stable discovery of interpretable subgroups via calibration in causal
  studies",stat
"Learning Multimorbidity Patterns from Electronic Health Records Using
  Non-negative Matrix Factorisation",stat
"An Ensemble with Shared Representations Based on Convolutional Networks
  for Continually Learning Facial Expressions",cs
"Projection pursuit based on Gaussian mixtures and evolutionary
  algorithms",stat
Stochastic Inverse Reinforcement Learning,cs
"From Solving a Problem Boldly to Cutting the Gordian Knot: Idiomatic
  Text Generation",cs
Deep Sea Robotic Imaging Simulator,cs
A Critical Assessment of State-of-the-Art in Entity Alignment,cs
"Combining data assimilation and machine learning to emulate a dynamical
  model from sparse and noisy observations: a case study with the Lorenz 96
  model",stat
User requirements for inclusive technology for older adults,cs
"Learning to Predict Context-adaptive Convolution for Semantic
  Segmentation",cs
Authorship analysis of specialized vs diversified research output,cs
"Recruitment prediction for multi-centre clinical trials based on a
  hierarchical Poisson-gamma model: asymptotic analysis and improved intervals",stat
Incremental Lossless Graph Summarization,cs
Activity and mood-based routing for autonomous vehicles,cs
"Looking At Situationally-Induced Impairments And Disabilities (SIIDs)
  With People With Cognitive Brain Injury",cs
"A Finite State Transducer Based Morphological Analyzer of Maithili
  Language",cs
"Tables of Quantiles of the Distribution of the Empirical Chiral Index in
  the Case of the Uniform Law and in the Case of the Normal Law",stat
"A generalized linear joint trained framework for semi-supervised
  learning of sparse features",stat
"Predicting colorectal polyp recurrence using time-to-event analysis of
  medical records",stat
"Wearable Affective Life-Log System for Understanding Emotion Dynamics in
  Daily Life",cs
Autoregressive Networks,stat
"PANNs: Large-Scale Pretrained Audio Neural Networks for Audio Pattern
  Recognition",cs
